Gene ID,Symbol,Name,Cytoband,Type
ENSG00000152127,MGAT5,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase","2q21.2, 2q21.3",protein_coding
ENSG00000133107,TRPC4,"transient receptor potential cation channel, subfamily C, member 4",13q13.3,protein_coding
ENSG00000169129,AFAP1L2,actin filament associated protein 1-like 2,10q25.3,protein_coding
ENSG00000160882,CYP11B1,"cytochrome P450, family 11, subfamily B, polypeptide 1",8q24.3,protein_coding
ENSG00000006534,ALDH3B1,"aldehyde dehydrogenase 3 family, member B1",11q13.2,protein_coding
ENSG00000136383,ALPK3,alpha-kinase 3,15q25.3,protein_coding
ENSG00000009307,CSDE1,"cold shock domain containing E1, RNA-binding",1p13.2,protein_coding
ENSG00000089123,TASP1,"taspase, threonine aspartase, 1",20p12.1,protein_coding
ENSG00000136279,DBNL,drebrin-like,7p13,protein_coding
ENSG00000134070,IRAK2,interleukin-1 receptor-associated kinase 2,3p25.3,protein_coding
ENSG00000153237,CCDC148,coiled-coil domain containing 148,2q24.1,protein_coding
ENSG00000103335,PIEZO1,piezo-type mechanosensitive ion channel component 1,16q24.3,protein_coding
ENSG00000099338,CATSPERG,catsper channel auxiliary subunit gamma,19q13.2,protein_coding
ENSG00000089199,CHGB,chromogranin B (secretogranin 1),20p12.3,protein_coding
ENSG00000134574,DDB2,"damage-specific DNA binding protein 2, 48kDa",11p11.2,protein_coding
ENSG00000106086,PLEKHA8,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8",7p14.3,protein_coding
ENSG00000067334,DNTTIP2,"deoxynucleotidyltransferase, terminal, interacting protein 2",1p22.1,protein_coding
ENSG00000100625,SIX4,SIX homeobox 4,14q23.1,protein_coding
ENSG00000145982,FARS2,"phenylalanyl-tRNA synthetase 2, mitochondrial",6p25.1,protein_coding
ENSG00000071462,WBSCR22,Williams Beuren syndrome chromosome region 22,7q11.23,protein_coding
ENSG00000100095,SEZ6L,seizure related 6 homolog (mouse)-like,22q12.1,protein_coding
ENSG00000112232,KHDRBS2,"KH domain containing, RNA binding, signal transduction associated 2",6q11.1,protein_coding
ENSG00000188641,DPYD,dihydropyrimidine dehydrogenase,1p21.3,protein_coding
ENSG00000111300,NAA25,"N(alpha)-acetyltransferase 25, NatB auxiliary subunit",12q24.13,protein_coding
ENSG00000145715,RASA1,RAS p21 protein activator (GTPase activating protein) 1,5q14.3,protein_coding
ENSG00000125398,SOX9,SRY (sex determining region Y)-box 9,17q24.3,protein_coding
ENSG00000161996,WDR90,WD repeat domain 90,16p13.3,protein_coding
ENSG00000143418,CERS2,ceramide synthase 2,1q21.3,protein_coding
ENSG00000125844,RRBP1,ribosome binding protein 1,20p12.1,protein_coding
ENSG00000105289,TJP3,tight junction protein 3,19p13.3,protein_coding
ENSG00000169427,KCNK9,"potassium channel, two pore domain subfamily K, member 9",8q24.3,protein_coding
ENSG00000181195,PENK,proenkephalin,8q12.1,protein_coding
ENSG00000170581,STAT2,"signal transducer and activator of transcription 2, 113kDa",12q13.3,protein_coding
ENSG00000196189,SEMA4A,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A",1q22,protein_coding
ENSG00000106100,NOD1,nucleotide-binding oligomerization domain containing 1,7p14.3,protein_coding
ENSG00000080854,IGSF9B,"immunoglobulin superfamily, member 9B",11q25,protein_coding
ENSG00000155066,PROM2,prominin 2,2q11.1,protein_coding
ENSG00000159337,PLA2G4D,"phospholipase A2, group IVD (cytosolic)",15q15.1,protein_coding
ENSG00000172817,CYP7B1,"cytochrome P450, family 7, subfamily B, polypeptide 1",8q12.3,protein_coding
ENSG00000203668,CHML,choroideremia-like (Rab escort protein 2),1q43,protein_coding
ENSG00000122126,OCRL,oculocerebrorenal syndrome of Lowe,Xq26.1,protein_coding
ENSG00000142627,EPHA2,EPH receptor A2,1p36.13,protein_coding
ENSG00000168065,SLC22A11,"solute carrier family 22 (organic anion/urate transporter), member 11",11q13.1,protein_coding
ENSG00000105701,FKBP8,"FK506 binding protein 8, 38kDa",19p13.11,protein_coding
ENSG00000100991,TRPC4AP,"transient receptor potential cation channel, subfamily C, member 4 associated protein",20q11.22,protein_coding
ENSG00000140691,ARMC5,armadillo repeat containing 5,16p11.2,protein_coding
ENSG00000131747,TOP2A,topoisomerase (DNA) II alpha 170kDa,17q21.2,protein_coding
ENSG00000277481,PKD1L3,polycystic kidney disease 1-like 3,16q22.2,protein_coding
ENSG00000136999,NOV,nephroblastoma overexpressed,8q24.12,protein_coding
ENSG00000176299,OR4M1,"olfactory receptor, family 4, subfamily M, member 1",14q11.2,protein_coding
ENSG00000101577,LPIN2,lipin 2,18p11.31,protein_coding
ENSG00000188818,ZDHHC11,"zinc finger, DHHC-type containing 11",5p15.33,protein_coding
ENSG00000137822,TUBGCP4,"tubulin, gamma complex associated protein 4",15q15.3,protein_coding
ENSG00000141052,MYOCD,myocardin,17p12,protein_coding
ENSG00000176887,SOX11,SRY (sex determining region Y)-box 11,2p25.2,protein_coding
ENSG00000173917,HOXB2,homeobox B2,17q21.32,protein_coding
ENSG00000204130,RUFY2,RUN and FYVE domain containing 2,10q21.3,protein_coding
ENSG00000132915,PDE6A,"phosphodiesterase 6A, cGMP-specific, rod, alpha",5q32,protein_coding
ENSG00000087274,ADD1,adducin 1 (alpha),4p16.3,protein_coding
ENSG00000184937,WT1,Wilms tumor 1,11p13,protein_coding
ENSG00000244754,N4BP2L2,NEDD4 binding protein 2-like 2,13q13.1,protein_coding
ENSG00000070985,TRPM5,"transient receptor potential cation channel, subfamily M, member 5",11p15.5,protein_coding
ENSG00000088367,EPB41L1,erythrocyte membrane protein band 4.1-like 1,20q11.23,protein_coding
ENSG00000158435,CNOT11,"CCR4-NOT transcription complex, subunit 11",2q11.2,protein_coding
ENSG00000123416,TUBA1B,"tubulin, alpha 1b",12q13.12,protein_coding
ENSG00000172167,MTBP,MDM2 binding protein,8q24.12,protein_coding
ENSG00000177613,CSTF2T,"cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant",10q21.1,protein_coding
ENSG00000139718,SETD1B,SET domain containing 1B,12q24.31,protein_coding
ENSG00000147874,HAUS6,"HAUS augmin-like complex, subunit 6",9p22.1,protein_coding
ENSG00000102893,PHKB,"phosphorylase kinase, beta",16q12.1,protein_coding
ENSG00000109920,FNBP4,formin binding protein 4,11p11.2,protein_coding
ENSG00000196378,ZNF34,zinc finger protein 34,8q24.3,protein_coding
ENSG00000121898,CPXM2,"carboxypeptidase X (M14 family), member 2",10q26.13,protein_coding
ENSG00000133131,MORC4,MORC family CW-type zinc finger 4,Xq22.3,protein_coding
ENSG00000103184,SEC14L5,SEC14-like 5 (S. cerevisiae),16p13.3,protein_coding
ENSG00000136758,YME1L1,YME1-like 1 ATPase,10p12.1,protein_coding
ENSG00000006468,ETV1,ets variant 1,7p21.2,protein_coding
ENSG00000125629,INSIG2,insulin induced gene 2,"2q14.1, 2q14.2",protein_coding
ENSG00000067141,NEO1,neogenin 1,15q24.1,protein_coding
ENSG00000196772,OR14A16,"olfactory receptor, family 14, subfamily A, member 16",1q44,protein_coding
ENSG00000173894,CBX2,chromobox homolog 2,17q25.3,protein_coding
ENSG00000112473,SLC39A7,"solute carrier family 39 (zinc transporter), member 7",6p21.32,protein_coding
ENSG00000012660,ELOVL5,ELOVL fatty acid elongase 5,6p12.1,protein_coding
ENSG00000114650,SCAP,SREBF chaperone,3p21.31,protein_coding
ENSG00000180488,FAM73A,"family with sequence similarity 73, member A",1p31.1,protein_coding
ENSG00000128191,DGCR8,DGCR8 microprocessor complex subunit,22q11.21,protein_coding
ENSG00000101412,E2F1,E2F transcription factor 1,20q11.22,protein_coding
ENSG00000155090,KLF10,Kruppel-like factor 10,8q22.3,protein_coding
ENSG00000077616,NAALAD2,N-acetylated alpha-linked acidic dipeptidase 2,11q14.3,protein_coding
ENSG00000156697,UTP14A,"UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)",Xq26.1,protein_coding
ENSG00000243716,NPIPB5,"nuclear pore complex interacting protein family, member B5",16p12.2,protein_coding
ENSG00000130589,HELZ2,"helicase with zinc finger 2, transcriptional coactivator",20q13.33,protein_coding
ENSG00000159164,SV2A,synaptic vesicle glycoprotein 2A,1q21.2,protein_coding
ENSG00000186635,ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1",11q13.4,protein_coding
ENSG00000125124,BBS2,Bardet-Biedl syndrome 2,16q13,protein_coding
ENSG00000115840,SLC25A12,"solute carrier family 25 (aspartate/glutamate carrier), member 12",2q31.1,protein_coding
ENSG00000109667,SLC2A9,"solute carrier family 2 (facilitated glucose transporter), member 9",4p16.1,protein_coding
ENSG00000110422,HIPK3,homeodomain interacting protein kinase 3,11p13,protein_coding
ENSG00000130640,TUBGCP2,"tubulin, gamma complex associated protein 2",10q26.3,protein_coding
ENSG00000221840,OR4A5,"olfactory receptor, family 4, subfamily A, member 5",11q11,protein_coding
ENSG00000011485,PPP5C,"protein phosphatase 5, catalytic subunit",19q13.32,protein_coding
ENSG00000177455,CD19,CD19 molecule,16p11.2,protein_coding
ENSG00000166016,ABTB2,ankyrin repeat and BTB (POZ) domain containing 2,11p13,protein_coding
ENSG00000105855,ITGB8,"integrin, beta 8",7p21.1,protein_coding
ENSG00000172578,KLHL6,kelch-like family member 6,3q27.1,protein_coding
ENSG00000091704,CPA1,carboxypeptidase A1 (pancreatic),7q32.2,protein_coding
ENSG00000176371,ZSCAN2,zinc finger and SCAN domain containing 2,15q25.2,protein_coding
ENSG00000089737,DDX24,DEAD (Asp-Glu-Ala-Asp) box helicase 24,14q32.12,protein_coding
ENSG00000255408,PCDHA3,protocadherin alpha 3,5q31.3,protein_coding
ENSG00000222028,PSMB11,"proteasome (prosome, macropain) subunit, beta type, 11",14q11.2,protein_coding
ENSG00000078061,ARAF,"A-Raf proto-oncogene, serine/threonine kinase",Xp11.3,protein_coding
ENSG00000141556,TBCD,tubulin folding cofactor D,17q25.3,protein_coding
ENSG00000134343,ANO3,anoctamin 3,11p14.2,protein_coding
ENSG00000171509,RXFP1,relaxin/insulin-like family peptide receptor 1,4q32.1,protein_coding
ENSG00000183780,SLC35F3,"solute carrier family 35, member F3",1q42.2,protein_coding
ENSG00000186335,SLC36A2,"solute carrier family 36 (proton/amino acid symporter), member 2",5q33.1,protein_coding
ENSG00000165591,FAAH2,fatty acid amide hydrolase 2,Xp11.21,protein_coding
ENSG00000140557,ST8SIA2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",15q26.1,protein_coding
ENSG00000143748,NVL,nuclear VCP-like,1q42.11,protein_coding
ENSG00000140750,ARHGAP17,Rho GTPase activating protein 17,16p12.1,protein_coding
ENSG00000248333,CDK11B,cyclin-dependent kinase 11B,1p36.33,protein_coding
ENSG00000170054,SERPINA9,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9",14q32.13,protein_coding
ENSG00000169087,HSPBAP1,HSPB (heat shock 27kDa) associated protein 1,3q21.1,protein_coding
ENSG00000277734,TRAC,T cell receptor alpha constant,14q11.2,TR_C_gene
ENSG00000177463,NR2C2,"nuclear receptor subfamily 2, group C, member 2",3p25.1,protein_coding
ENSG00000181722,ZBTB20,zinc finger and BTB domain containing 20,3q13.31,protein_coding
ENSG00000197548,ATG7,autophagy related 7,3p25.3,protein_coding
ENSG00000147799,ARHGAP39,Rho GTPase activating protein 39,8q24.3,protein_coding
ENSG00000006837,CDKL3,cyclin-dependent kinase-like 3,5q31.1,protein_coding
ENSG00000113407,TARS,threonyl-tRNA synthetase,5p13.3,protein_coding
ENSG00000164169,PRMT9,protein arginine methyltransferase 9,4q31.23,protein_coding
ENSG00000135631,RAB11FIP5,RAB11 family interacting protein 5 (class I),2p13.2,protein_coding
ENSG00000158553,POM121L2,POM121 transmembrane nucleoporin-like 2,6p22.1,protein_coding
ENSG00000260389,WBP11P1,WW domain binding protein 11 pseudogene 1,18q12.1,transcribed_processed_pseudogene
ENSG00000153790,C7orf31,chromosome 7 open reading frame 31,7p15.3,protein_coding
ENSG00000177239,MAN1B1,"mannosidase, alpha, class 1B, member 1",9q34.3,protein_coding
ENSG00000143627,PKLR,"pyruvate kinase, liver and RBC",1q22,protein_coding
ENSG00000185479,KRT6B,"keratin 6B, type II",12q13.13,protein_coding
ENSG00000182150,ERCC6L2,excision repair cross-complementation group 6-like 2,9q22.32,protein_coding
ENSG00000130699,TAF4,"TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa",20q13.33,protein_coding
ENSG00000090539,CHRD,chordin,3q27.1,protein_coding
ENSG00000157193,LRP8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor",1p32.3,protein_coding
ENSG00000198879,SFMBT2,Scm-like with four mbt domains 2,10p14,protein_coding
ENSG00000167553,TUBA1C,"tubulin, alpha 1c",12q13.12,protein_coding
ENSG00000164107,HAND2,heart and neural crest derivatives expressed 2,4q34.1,protein_coding
ENSG00000154040,CABYR,calcium binding tyrosine-(Y)-phosphorylation regulated,18q11.2,protein_coding
ENSG00000104953,TLE6,transducin-like enhancer of split 6,19p13.3,protein_coding
ENSG00000123505,AMD1,adenosylmethionine decarboxylase 1,6q21,protein_coding
ENSG00000070159,PTPN3,"protein tyrosine phosphatase, non-receptor type 3",9q31.3,protein_coding
ENSG00000168758,SEMA4C,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C",2q11.2,protein_coding
ENSG00000128536,CDHR3,cadherin-related family member 3,7q22.3,protein_coding
ENSG00000011523,CEP68,centrosomal protein 68kDa,2p14,protein_coding
ENSG00000081923,ATP8B1,"ATPase, aminophospholipid transporter, class I, type 8B, member 1",18q21.31,protein_coding
ENSG00000185737,NRG3,neuregulin 3,10q23.1,protein_coding
ENSG00000165370,GPR101,G protein-coupled receptor 101,Xq26.3,protein_coding
ENSG00000156509,FBXO43,F-box protein 43,8q22.2,protein_coding
ENSG00000128602,SMO,"smoothened, frizzled class receptor",7q32.1,protein_coding
ENSG00000254737,OR10G4,"olfactory receptor, family 10, subfamily G, member 4",11q24.2,protein_coding
ENSG00000146457,WTAP,Wilms tumor 1 associated protein,6q25.3,protein_coding
ENSG00000221818,EBF2,early B-cell factor 2,8p21.2,protein_coding
ENSG00000019169,MARCO,macrophage receptor with collagenous structure,2q14.2,protein_coding
ENSG00000180336,C17orf104,chromosome 17 open reading frame 104,17q21.31,protein_coding
ENSG00000149781,FERMT3,fermitin family member 3,11q13.1,protein_coding
ENSG00000084731,KIF3C,kinesin family member 3C,2p23.3,protein_coding
ENSG00000150776,C11orf57,chromosome 11 open reading frame 57,11q23.1,protein_coding
ENSG00000026751,SLAMF7,SLAM family member 7,1q23.3,protein_coding
ENSG00000166111,SVOP,SV2 related protein homolog (rat),12q24.11,protein_coding
ENSG00000065717,TLE2,transducin-like enhancer of split 2,19p13.3,protein_coding
ENSG00000135148,TRAFD1,TRAF-type zinc finger domain containing 1,12q24.13,protein_coding
ENSG00000164398,ACSL6,acyl-CoA synthetase long-chain family member 6,5q31.1,protein_coding
ENSG00000134259,NGF,nerve growth factor (beta polypeptide),1p13.2,protein_coding
ENSG00000197226,TBC1D9B,"TBC1 domain family, member 9B (with GRAM domain)",5q35.3,protein_coding
ENSG00000165929,TC2N,"tandem C2 domains, nuclear",14q32.12,protein_coding
ENSG00000172733,PURG,purine-rich element binding protein G,8p12,protein_coding
ENSG00000163635,ATXN7,ataxin 7,3p14.1,protein_coding
ENSG00000089234,BRAP,BRCA1 associated protein,12q24.12,protein_coding
ENSG00000185177,ZNF479,zinc finger protein 479,7p11.2,protein_coding
ENSG00000126787,DLGAP5,"discs, large (Drosophila) homolog-associated protein 5",14q22.3,protein_coding
ENSG00000118965,WDR35,WD repeat domain 35,2p24.1,protein_coding
ENSG00000113946,CLDN16,claudin 16,3q28,protein_coding
ENSG00000157557,ETS2,v-ets avian erythroblastosis virus E26 oncogene homolog 2,21q22.2,protein_coding
ENSG00000091127,PUS7,pseudouridylate synthase 7 (putative),7q22.3,protein_coding
ENSG00000083828,ZNF586,zinc finger protein 586,19q13.43,protein_coding
ENSG00000172977,KAT5,K(lysine) acetyltransferase 5,11q13.1,protein_coding
ENSG00000214414,TRIM77,tripartite motif containing 77,11q14.3,protein_coding
ENSG00000171772,SYCE1,synaptonemal complex central element protein 1,10q26.3,protein_coding
ENSG00000137204,SLC22A7,"solute carrier family 22 (organic anion transporter), member 7",6p21.1,protein_coding
ENSG00000131351,HAUS8,"HAUS augmin-like complex, subunit 8",19p13.11,protein_coding
ENSG00000004468,CD38,CD38 molecule,4p15.32,protein_coding
ENSG00000144535,DIS3L2,DIS3 like 3'-5' exoribonuclease 2,2q37.1,protein_coding
ENSG00000088298,EDEM2,"ER degradation enhancer, mannosidase alpha-like 2",20q11.22,protein_coding
ENSG00000115290,GRB14,growth factor receptor-bound protein 14,2q24.3,protein_coding
ENSG00000122584,NXPH1,neurexophilin 1,7p21.3,protein_coding
ENSG00000138035,PNPT1,polyribonucleotide nucleotidyltransferase 1,2p16.1,protein_coding
ENSG00000049192,ADAMTS6,"ADAM metallopeptidase with thrombospondin type 1 motif, 6",5q12.3,protein_coding
ENSG00000134371,CDC73,cell division cycle 73,1q31.2,protein_coding
ENSG00000168806,LCMT2,leucine carboxyl methyltransferase 2,15q15.3,protein_coding
ENSG00000203326,ZNF525,zinc finger protein 525,19q13.42,protein_coding
ENSG00000242288,RP11-464F9.1,RP11-464F9.1,10q22.2,processed_transcript
ENSG00000221837,KRTAP10-9,keratin associated protein 10-9,21q22.3,protein_coding
ENSG00000262655,SPON1,"spondin 1, extracellular matrix protein",11p15.2,protein_coding
ENSG00000136108,CKAP2,cytoskeleton associated protein 2,13q14.3,protein_coding
ENSG00000170255,MRGPRX1,"MAS-related GPR, member X1",11p15.1,protein_coding
ENSG00000168827,GFM1,"G elongation factor, mitochondrial 1",3q25.32,protein_coding
ENSG00000114933,INO80D,INO80 complex subunit D,2q33.3,protein_coding
ENSG00000135443,KRT85,"keratin 85, type II",12q13.13,protein_coding
ENSG00000182890,GLUD2,glutamate dehydrogenase 2,Xq24,protein_coding
ENSG00000138439,FAM117B,"family with sequence similarity 117, member B",2q33.2,protein_coding
ENSG00000141456,PELP1,"proline, glutamate and leucine rich protein 1",17p13.2,protein_coding
ENSG00000106771,TMEM245,transmembrane protein 245,9q31.3,protein_coding
ENSG00000149557,FEZ1,fasciculation and elongation protein zeta 1 (zygin I),11q24.2,protein_coding
ENSG00000122145,TBX22,T-box 22,Xq21.1,protein_coding
ENSG00000135226,UGT2B28,"UDP glucuronosyltransferase 2 family, polypeptide B28",4q13.2,protein_coding
ENSG00000145996,CDKAL1,CDK5 regulatory subunit associated protein 1-like 1,6p22.3,protein_coding
ENSG00000182230,FAM153B,"family with sequence similarity 153, member B",5q35.2,protein_coding
ENSG00000277778,PGM5P2,phosphoglucomutase 5 pseudogene 2,9p11.2,lincRNA
ENSG00000198203,SULT1C2,"sulfotransferase family, cytosolic, 1C, member 2",2q12.3,protein_coding
ENSG00000169484,OR4K14,"olfactory receptor, family 4, subfamily K, member 14",14q11.2,protein_coding
ENSG00000151418,ATP6V1G3,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G3",1q31.3,protein_coding
ENSG00000105507,CABP5,calcium binding protein 5,19q13.33,protein_coding
ENSG00000166153,DEPDC4,DEP domain containing 4,12q23.1,protein_coding
ENSG00000167380,ZNF226,zinc finger protein 226,19q13.31,protein_coding
ENSG00000139174,PRICKLE1,prickle homolog 1 (Drosophila),12q12,protein_coding
ENSG00000162975,KCNF1,"potassium channel, voltage gated modifier subfamily F, member 1",2p25.1,protein_coding
ENSG00000104177,MYEF2,myelin expression factor 2,15q21.1,protein_coding
ENSG00000055813,CCDC85A,coiled-coil domain containing 85A,2p16.1,protein_coding
ENSG00000205035,RP11-707M1.1,RP11-707M1.1,11p11.12,transcribed_unprocessed_pseudogene
ENSG00000039523,FAM65A,"family with sequence similarity 65, member A",16q22.1,protein_coding
ENSG00000093144,ECHDC1,ethylmalonyl-CoA decarboxylase 1,6q22.33,protein_coding
ENSG00000185480,PARPBP,PARP1 binding protein,12q23.2,protein_coding
ENSG00000196437,ZNF569,zinc finger protein 569,19q13.12,protein_coding
ENSG00000205030,OR5L2,"olfactory receptor, family 5, subfamily L, member 2",11q12.1,protein_coding
ENSG00000132170,PPARG,peroxisome proliferator-activated receptor gamma,3p25.2,protein_coding
ENSG00000159788,RGS12,regulator of G-protein signaling 12,4p16.3,protein_coding
ENSG00000187796,CARD9,"caspase recruitment domain family, member 9",9q34.3,protein_coding
ENSG00000138686,BBS7,Bardet-Biedl syndrome 7,4q27,protein_coding
ENSG00000101945,SUV39H1,suppressor of variegation 3-9 homolog 1 (Drosophila),Xp11.23,protein_coding
ENSG00000106348,IMPDH1,IMP (inosine 5'-monophosphate) dehydrogenase 1,7q32.1,protein_coding
ENSG00000181013,C17orf47,chromosome 17 open reading frame 47,17q22,protein_coding
ENSG00000164483,SAMD3,sterile alpha motif domain containing 3,6q23.1,protein_coding
ENSG00000050820,BCAR1,breast cancer anti-estrogen resistance 1,16q23.1,protein_coding
ENSG00000167325,RRM1,ribonucleotide reductase M1,11p15.4,protein_coding
ENSG00000204661,C5orf60,chromosome 5 open reading frame 60,5q35.3,protein_coding
ENSG00000116793,PHTF1,putative homeodomain transcription factor 1,1p13.2,protein_coding
ENSG00000205108,FAM205A,"family with sequence similarity 205, member A",9p13.3,protein_coding
ENSG00000197136,PCNXL3,pecanex-like 3 (Drosophila),11q13.1,protein_coding
ENSG00000125686,MED1,mediator complex subunit 1,17q12,protein_coding
ENSG00000120952,PRAMEF2,PRAME family member 2,1p36.21,protein_coding
ENSG00000162814,SPATA17,spermatogenesis associated 17,1q41,protein_coding
ENSG00000055130,CUL1,cullin 1,7q36.1,protein_coding
ENSG00000171446,KRT27,"keratin 27, type I",17q21.2,protein_coding
ENSG00000144331,ZNF385B,zinc finger protein 385B,"2q31.2, 2q31.3",protein_coding
ENSG00000095383,TBC1D2,"TBC1 domain family, member 2",9q22.33,protein_coding
ENSG00000065183,WDR3,WD repeat domain 3,1p12,protein_coding
ENSG00000126583,PRKCG,"protein kinase C, gamma",19q13.42,protein_coding
ENSG00000154027,AK5,adenylate kinase 5,1p31.1,protein_coding
ENSG00000123454,DBH,dopamine beta-hydroxylase (dopamine beta-monooxygenase),9q34.2,protein_coding
ENSG00000156136,DCK,deoxycytidine kinase,4q13.3,protein_coding
ENSG00000204687,MAS1L,"MAS1 proto-oncogene like, G protein-coupled receptor",6p22.1,protein_coding
ENSG00000132199,ENOSF1,enolase superfamily member 1,18p11.32,protein_coding
ENSG00000090447,TFAP4,transcription factor AP-4 (activating enhancer binding protein 4),16p13.3,protein_coding
ENSG00000054392,HHAT,hedgehog acyltransferase,1q32.2,protein_coding
ENSG00000198400,NTRK1,"neurotrophic tyrosine kinase, receptor, type 1",1q23.1,protein_coding
ENSG00000128519,TAS2R16,"taste receptor, type 2, member 16",7q31.32,protein_coding
ENSG00000158578,ALAS2,5'-aminolevulinate synthase 2,Xp11.21,protein_coding
ENSG00000102316,MAGED2,melanoma antigen family D2,Xp11.21,protein_coding
ENSG00000135697,BCO1,beta-carotene oxygenase 1,16q23.2,protein_coding
ENSG00000166266,CUL5,cullin 5,11q22.3,protein_coding
ENSG00000101882,NKAP,NFKB activating protein,Xq24,protein_coding
ENSG00000236104,ZBTB22,zinc finger and BTB domain containing 22,6p21.32,protein_coding
ENSG00000130202,PVRL2,poliovirus receptor-related 2 (herpesvirus entry mediator B),19q13.32,protein_coding
ENSG00000132510,KDM6B,lysine (K)-specific demethylase 6B,17p13.1,protein_coding
ENSG00000169760,NLGN1,neuroligin 1,3q26.31,protein_coding
ENSG00000221813,OR6B1,"olfactory receptor, family 6, subfamily B, member 1",7q35,protein_coding
ENSG00000113369,ARRDC3,arrestin domain containing 3,5q14.3,protein_coding
ENSG00000172765,TMCC1,transmembrane and coiled-coil domain family 1,3q22.1,protein_coding
ENSG00000100056,DGCR14,DiGeorge syndrome critical region gene 14,22q11.21,protein_coding
ENSG00000180660,MAB21L1,mab-21-like 1 (C. elegans),13q13.3,protein_coding
ENSG00000154473,BUB3,BUB3 mitotic checkpoint protein,10q26.13,protein_coding
ENSG00000007350,TKTL1,transketolase-like 1,Xq28,protein_coding
ENSG00000081800,SLC13A1,"solute carrier family 13 (sodium/sulfate symporter), member 1",7q31.32,protein_coding
ENSG00000204849,SPATA31A1,"SPATA31 subfamily A, member 1",9p12,protein_coding
ENSG00000078043,PIAS2,"protein inhibitor of activated STAT, 2",18q21.1,protein_coding
ENSG00000092529,CAPN3,"calpain 3, (p94)",15q15.1,protein_coding
ENSG00000203757,OR6K3,"olfactory receptor, family 6, subfamily K, member 3",1q23.1,protein_coding
ENSG00000176231,OR10H4,"olfactory receptor, family 10, subfamily H, member 4",19p13.12,protein_coding
ENSG00000102302,FGD1,"FYVE, RhoGEF and PH domain containing 1",Xp11.22,protein_coding
ENSG00000143952,VPS54,vacuolar protein sorting 54 homolog (S. cerevisiae),"2p15, 2p14",protein_coding
ENSG00000183747,ACSM2A,acyl-CoA synthetase medium-chain family member 2A,16p12.3,protein_coding
ENSG00000027075,PRKCH,"protein kinase C, eta",14q23.1,protein_coding
ENSG00000162927,PUS10,pseudouridylate synthase 10,"2p16.1, 2p15",protein_coding
ENSG00000050327,ARHGEF5,Rho guanine nucleotide exchange factor (GEF) 5,7q35,protein_coding
ENSG00000088876,ZNF343,zinc finger protein 343,20p13,protein_coding
ENSG00000182240,BACE2,beta-site APP-cleaving enzyme 2,"21q22.2, 21q22.3",protein_coding
ENSG00000100941,PNN,"pinin, desmosome associated protein",14q21.1,protein_coding
ENSG00000156504,FAM122B,family with sequence similarity 122B,Xq26.3,protein_coding
ENSG00000115266,APC2,adenomatosis polyposis coli 2,19p13.3,protein_coding
ENSG00000198028,ZNF560,zinc finger protein 560,19p13.2,protein_coding
ENSG00000100890,KIAA0391,KIAA0391,14q13.2,protein_coding
ENSG00000180370,PAK2,p21 protein (Cdc42/Rac)-activated kinase 2,3q29,protein_coding
ENSG00000159708,LRRC36,leucine rich repeat containing 36,16q22.1,protein_coding
ENSG00000144962,SPATA16,spermatogenesis associated 16,3q26.31,protein_coding
ENSG00000149485,FADS1,fatty acid desaturase 1,11q12.2,protein_coding
ENSG00000145860,RNF145,ring finger protein 145,5q33.3,protein_coding
ENSG00000211897,IGHG3,immunoglobulin heavy constant gamma 3 (G3m marker),14q32.33,IG_C_gene
ENSG00000066248,NGEF,neuronal guanine nucleotide exchange factor,2q37.1,protein_coding
ENSG00000143819,EPHX1,"epoxide hydrolase 1, microsomal (xenobiotic)",1q42.12,protein_coding
ENSG00000187492,CDHR4,cadherin-related family member 4,3p21.31,protein_coding
ENSG00000101311,FERMT1,fermitin family member 1,20p12.3,protein_coding
ENSG00000198689,SLC9A6,"solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6",Xq26.3,protein_coding
ENSG00000196659,TTC30B,tetratricopeptide repeat domain 30B,2q31.2,protein_coding
ENSG00000166046,TCP11L2,"t-complex 11, testis-specific-like 2",12q23.3,protein_coding
ENSG00000053900,ANAPC4,anaphase promoting complex subunit 4,4p15.2,protein_coding
ENSG00000100167,SEPT3,septin 3,22q13.2,protein_coding
ENSG00000105641,SLC5A5,"solute carrier family 5 (sodium/iodide cotransporter), member 5",19p13.11,protein_coding
ENSG00000150712,MTMR12,myotubularin related protein 12,5p13.3,protein_coding
ENSG00000145348,TBCK,TBC1 domain containing kinase,4q24,protein_coding
